13724|-65243035.12621237|[[0.32928982377052307, 0.6977506875991821], [0.32770928740501404, 0.6996417045593262], [0.32631129026412964, 0.6985504627227783], [0.3249581456184387, 0.6972460746765137], [0.32351621985435486, 0.6956273913383484], [0.3220818042755127, 0.6934891939163208], [0.3206983208656311, 0.6907752752304077], [0.3193258047103882, 0.6874499917030334], [0.31798118352890015, 0.6834790706634521], [0.31677794456481934, 0.679123044013977], [0.3154504597187042, 0.6743019819259644], [0.31409114599227905, 0.6687191724777222], [0.31249499320983887, 0.662251889705658], [0.3108953833580017, 0.6552553176879883], [0.3088454008102417, 0.6478012800216675], [0.3063427209854126, 0.6392768621444702], [0.3033283054828644, 0.6296753287315369], [0.3003956973552704, 0.6197481751441956], [0.2980867624282837, 0.6101404428482056], [0.29568564891815186, 0.6009981632232666], [0.29303163290023804, 0.5918131470680237], [0.2906731367111206, 0.5827801823616028], [0.28911763429641724, 0.574183464050293], [0.2880246043205261, 0.5655701160430908], [0.2870124578475952, 0.5572471022605896], [0.2860057055950165, 0.5488051772117615], [0.28493720293045044, 0.540561854839325], [0.2828810214996338, 0.5314503312110901], [0.2803904414176941, 0.5225256681442261], [0.27741825580596924, 0.5123718976974487], [0.274837464094162, 0.5025154948234558], [0.2728281617164612, 0.4929707944393158], [0.2708977460861206, 0.4839329421520233], [0.2688676714897156, 0.47531333565711975], [0.2658354640007019, 0.46621495485305786], [0.2624398469924927, 0.45731326937675476], [0.25921863317489624, 0.45033949613571167], [0.25598883628845215, 0.4450424313545227], [0.25276559591293335, 0.4401642084121704], [0.24852243065834045, 0.4358510375022888], [0.24385014176368713, 0.4316035509109497], [0.23936620354652405, 0.427589476108551], [0.23546701669692993, 0.4238576889038086], [0.23209697008132935, 0.420596182346344], [0.22889986634254456, 0.41827592253685], [0.22568312287330627, 0.4164675772190094], [0.2224319875240326, 0.4148479700088501], [0.21924635767936707, 0.41338831186294556], [0.21608346700668335, 0.41244468092918396], [0.21306350827217102, 0.41169512271881104], [0.2101973593235016, 0.41104161739349365], [0.20755621790885925, 0.4104361832141876], [0.2050640881061554, 0.4099082052707672]]
14016|-65052310.32040629|[[0.37280920147895813, 0.6963903903961182], [0.36940526962280273, 0.6986472010612488], [0.3659422993659973, 0.6975185871124268], [0.3624228239059448, 0.6960443258285522], [0.35881513357162476, 0.6941415071487427], [0.35496553778648376, 0.6914271712303162], [0.3507603406906128, 0.6880732178688049], [0.34652337431907654, 0.6839460134506226], [0.34263330698013306, 0.6795307397842407], [0.33912813663482666, 0.6749394536018372], [0.3355255126953125, 0.6696239709854126], [0.33144688606262207, 0.6635012030601501], [0.32686692476272583, 0.6569085121154785], [0.321713924407959, 0.6495066285133362], [0.3156447410583496, 0.6400009989738464], [0.30867356061935425, 0.630329966545105], [0.30225586891174316, 0.6217814087867737], [0.2969541549682617, 0.6131550669670105], [0.2927132248878479, 0.6049661636352539], [0.28856360912323, 0.5964481234550476], [0.28458791971206665, 0.5882895588874817], [0.2813809812068939, 0.580182671546936], [0.27878186106681824, 0.5726735591888428], [0.2763694226741791, 0.5654276609420776], [0.2742125391960144, 0.5577619671821594], [0.2717798352241516, 0.5493709444999695], [0.26856565475463867, 0.5400239825248718], [0.2650574743747711, 0.5299867987632751], [0.2620007395744324, 0.5201177000999451], [0.2594739496707916, 0.5101273655891418], [0.2578408718109131, 0.5009912252426147], [0.2564042806625366, 0.49298882484436035], [0.25502729415893555, 0.48525869846343994], [0.253378689289093, 0.47786015272140503], [0.25136780738830566, 0.47070443630218506], [0.24947041273117065, 0.46432602405548096], [0.24752768874168396, 0.45879361033439636], [0.24572011828422546, 0.4540739059448242], [0.2435537576675415, 0.4499850273132324], [0.24040207266807556, 0.44656240940093994], [0.23689213395118713, 0.4431465268135071], [0.2335304617881775, 0.4399593472480774], [0.23059341311454773, 0.4371713697910309], [0.22779890894889832, 0.43545931577682495], [0.22496452927589417, 0.4347302317619324], [0.22234603762626648, 0.43432655930519104], [0.21938440203666687, 0.4339980483055115], [0.21654027700424194, 0.4337851405143738], [0.21383312344551086, 0.43375685811042786], [0.2111167013645172, 0.4342039227485657], [0.20860707759857178, 0.4347003996372223], [0.20621633529663086, 0.43523430824279785], [0.20402374863624573, 0.4359337091445923]]
14308|-65679866.35318281|[[0.32565295696258545, 0.7077009081840515], [0.32363730669021606, 0.7104887366294861], [0.3217029571533203, 0.7100788354873657], [0.3196263909339905, 0.7094488739967346], [0.31754863262176514, 0.7083094120025635], [0.31550055742263794, 0.7065862417221069], [0.31370216608047485, 0.7044427394866943], [0.3119445741176605, 0.7017027139663696], [0.3102179765701294, 0.698308527469635], [0.30861490964889526, 0.6945137977600098], [0.30710166692733765, 0.6904156804084778], [0.3052592873573303, 0.6857314109802246], [0.3027712404727936, 0.6802436709403992], [0.3003089427947998, 0.674435019493103], [0.2973784804344177, 0.6678172945976257], [0.29440370202064514, 0.6606115102767944], [0.2914249300956726, 0.6529963612556458], [0.288083553314209, 0.6451057195663452], [0.28465357422828674, 0.6368041634559631], [0.2816111445426941, 0.6283860206604004], [0.2790104150772095, 0.6198499202728271], [0.2767559885978699, 0.6112110614776611], [0.27508482336997986, 0.6032338738441467], [0.2737305462360382, 0.5953096151351929], [0.27284008264541626, 0.5874089002609253], [0.27226710319519043, 0.5792039632797241], [0.2720242440700531, 0.571245551109314], [0.2716662287712097, 0.563545823097229], [0.2707635760307312, 0.5550480484962463], [0.26984331011772156, 0.5458242893218994], [0.2685898542404175, 0.5365003347396851], [0.26762479543685913, 0.5281615853309631], [0.26703429222106934, 0.5206507444381714], [0.26660656929016113, 0.5132297277450562], [0.26622188091278076, 0.5056406855583191], [0.26597297191619873, 0.4982437789440155], [0.2658528983592987, 0.4911440908908844], [0.2649415135383606, 0.48537757992744446], [0.2639654874801636, 0.4806114435195923], [0.26268470287323, 0.47659215331077576], [0.26124119758605957, 0.4727347195148468], [0.2593691945075989, 0.46870842576026917], [0.25675952434539795, 0.46511968970298767], [0.2544413208961487, 0.4617927670478821], [0.25207436084747314, 0.45954030752182007], [0.24992209672927856, 0.4580368995666504], [0.24738776683807373, 0.4573541283607483], [0.24440288543701172, 0.45658639073371887], [0.24152031540870667, 0.4559156894683838], [0.23875924944877625, 0.45539161562919617], [0.23606997728347778, 0.45495712757110596], [0.23360589146614075, 0.45455989241600037], [0.23126238584518433, 0.454412579536438]]
14600|-65826706.06556052|[[0.3294087052345276, 0.6673181056976318], [0.3273589611053467, 0.67322838306427], [0.32548561692237854, 0.6762112379074097], [0.3235456645488739, 0.6788599491119385], [0.3216722309589386, 0.6808289289474487], [0.3198690116405487, 0.6820446848869324], [0.31814244389533997, 0.6824120879173279], [0.31649619340896606, 0.6818702816963196], [0.31490153074264526, 0.6805171966552734], [0.31338608264923096, 0.678223192691803], [0.3118765950202942, 0.6753127574920654], [0.31038060784339905, 0.6719039678573608], [0.3086983859539032, 0.6677677631378174], [0.3069941997528076, 0.662831723690033], [0.3051376938819885, 0.6571065783500671], [0.30249783396720886, 0.6506237387657166], [0.2992914319038391, 0.6429371237754822], [0.2955365777015686, 0.634202778339386], [0.2921142578125, 0.6258775591850281], [0.2888721823692322, 0.6172141432762146], [0.2859501838684082, 0.6084683537483215], [0.28333500027656555, 0.5987489223480225], [0.2815718352794647, 0.589747428894043], [0.2803862392902374, 0.5807310342788696], [0.27919304370880127, 0.5719720721244812], [0.27803122997283936, 0.5640665888786316], [0.27698370814323425, 0.5570588707923889], [0.2758418023586273, 0.5494893789291382], [0.2740941047668457, 0.5412388443946838], [0.2715083062648773, 0.5316956639289856], [0.26913124322891235, 0.5230000019073486], [0.2672303020954132, 0.5143386125564575], [0.265481173992157, 0.5053343176841736], [0.26380455493927, 0.4968351721763611], [0.261913537979126, 0.4887232482433319], [0.25950896739959717, 0.48118335008621216], [0.2568259835243225, 0.4750334322452545], [0.2543783187866211, 0.4701803922653198], [0.2519415020942688, 0.46602874994277954], [0.2491447627544403, 0.46252062916755676], [0.24627920985221863, 0.45934516191482544], [0.2430659830570221, 0.45685410499572754], [0.23916348814964294, 0.45525267720222473], [0.23565399646759033, 0.4537266492843628], [0.23252108693122864, 0.4526304304599762], [0.22965344786643982, 0.451835036277771], [0.22693109512329102, 0.45134875178337097], [0.22420033812522888, 0.451004296541214], [0.22157171368598938, 0.4508514404296875], [0.21884801983833313, 0.4507499039173126], [0.21620360016822815, 0.4506623148918152], [0.21378517150878906, 0.45060837268829346], [0.21155399084091187, 0.4506101906299591]]
14892|-63634868.618809|[[0.3353689908981323, 0.7055177092552185], [0.33295851945877075, 0.7080572843551636], [0.33042800426483154, 0.7071763277053833], [0.3278244733810425, 0.7059442400932312], [0.32524874806404114, 0.7041594386100769], [0.32270026206970215, 0.7017595767974854], [0.31994885206222534, 0.6988735795021057], [0.31685683131217957, 0.6953421235084534], [0.313371479511261, 0.6910662651062012], [0.3099086284637451, 0.6862912178039551], [0.3062342703342438, 0.6810661554336548], [0.3021775186061859, 0.6749948263168335], [0.29774320125579834, 0.667776346206665], [0.29313576221466064, 0.6599217653274536], [0.2887766659259796, 0.6519678831100464], [0.2839880883693695, 0.6426070332527161], [0.2792525589466095, 0.6327944993972778], [0.27470147609710693, 0.6232199668884277], [0.27118855714797974, 0.6144662499427795], [0.2684336304664612, 0.6058422923088074], [0.2659764587879181, 0.5974680781364441], [0.26349538564682007, 0.5887348651885986], [0.2614014148712158, 0.5796940922737122], [0.25989311933517456, 0.5708039999008179], [0.25850772857666016, 0.5618604421615601], [0.2578694820404053, 0.5537281036376953], [0.25707578659057617, 0.5457772016525269], [0.2555946111679077, 0.5379241704940796], [0.2538808286190033, 0.5299003720283508], [0.251953125, 0.521859884262085], [0.24985939264297485, 0.5134984254837036], [0.24797433614730835, 0.5055668354034424], [0.246557354927063, 0.4977126717567444], [0.2452714741230011, 0.49075624346733093], [0.24409282207489014, 0.48349741101264954], [0.24295470118522644, 0.4763849079608917], [0.24137303233146667, 0.4693516790866852], [0.23978561162948608, 0.4631401300430298], [0.23814421892166138, 0.4580416977405548], [0.2363172471523285, 0.4535941183567047], [0.23446813225746155, 0.44968292117118835], [0.23196575045585632, 0.4465378522872925], [0.2288578450679779, 0.44411489367485046], [0.2249787449836731, 0.4424769878387451], [0.22116735577583313, 0.44062045216560364], [0.21788930892944336, 0.4389069676399231], [0.21496298909187317, 0.4375118911266327], [0.2123795449733734, 0.43661439418792725], [0.21008828282356262, 0.4361070990562439], [0.2075684368610382, 0.4356747269630432], [0.2051703929901123, 0.4354360103607178], [0.20286065340042114, 0.43535009026527405], [0.2004668116569519, 0.4351469874382019]]
15184|-64770613.46502377|[[0.3438452482223511, 0.675553560256958], [0.3412848114967346, 0.6814569234848022], [0.33849313855171204, 0.683569073677063], [0.3356229066848755, 0.685163140296936], [0.3327758312225342, 0.6860148906707764], [0.32996249198913574, 0.686000645160675], [0.327182412147522, 0.685042142868042], [0.324428915977478, 0.6831130981445312], [0.32140761613845825, 0.6801142692565918], [0.3181511163711548, 0.6759541630744934], [0.3149433732032776, 0.6714081764221191], [0.3117380142211914, 0.6662697196006775], [0.3084093928337097, 0.6602755188941956], [0.3043593764305115, 0.652930736541748], [0.30026015639305115, 0.6448178291320801], [0.29537075757980347, 0.6355826258659363], [0.2902917265892029, 0.6259220242500305], [0.2855830192565918, 0.6154068112373352], [0.28183549642562866, 0.6055061221122742], [0.27880269289016724, 0.5961785912513733], [0.2763606011867523, 0.5868676900863647], [0.2738671898841858, 0.577134907245636], [0.27177366614341736, 0.5676831603050232], [0.270152747631073, 0.5582295060157776], [0.2687425911426544, 0.5492982864379883], [0.26740893721580505, 0.5407889485359192], [0.26636287569999695, 0.5324996709823608], [0.2653365731239319, 0.523920476436615], [0.2637867331504822, 0.5143652558326721], [0.2616901993751526, 0.503573477268219], [0.25999176502227783, 0.49283021688461304], [0.2585870027542114, 0.48239415884017944], [0.25738799571990967, 0.47311878204345703], [0.2562873959541321, 0.4646579325199127], [0.25526687502861023, 0.45634976029396057], [0.25373727083206177, 0.4478517472743988], [0.251909077167511, 0.4406355619430542], [0.25020352005958557, 0.43451571464538574], [0.2484346330165863, 0.429264634847641], [0.24655857682228088, 0.42465582489967346], [0.2438790202140808, 0.42053985595703125], [0.240858256816864, 0.416754812002182], [0.23750039935112, 0.41348522901535034], [0.23378074169158936, 0.41061273217201233], [0.2304060161113739, 0.4083867371082306], [0.22728732228279114, 0.4067879319190979], [0.2242368459701538, 0.4059891104698181], [0.2212333381175995, 0.4053429961204529], [0.2181738317012787, 0.40460193157196045], [0.21526464819908142, 0.404041051864624], [0.21246156096458435, 0.40357786417007446], [0.20992517471313477, 0.403192400932312], [0.20759910345077515, 0.40301430225372314]]
15476|-63798540.53460341|[[0.3356773257255554, 0.7248152494430542], [0.3330264091491699, 0.7262300848960876], [0.33033502101898193, 0.7239232063293457], [0.3275645971298218, 0.7211974859237671], [0.3248714804649353, 0.7178651094436646], [0.32221823930740356, 0.713950514793396], [0.31951987743377686, 0.7094699740409851], [0.3166242241859436, 0.7045198678970337], [0.3137378394603729, 0.6989025473594666], [0.31105858087539673, 0.6930924654006958], [0.3088145852088928, 0.6874462366104126], [0.30593231320381165, 0.6804386377334595], [0.3025808036327362, 0.672473669052124], [0.2982071042060852, 0.6629179120063782], [0.2933698892593384, 0.6526768207550049], [0.287991464138031, 0.6424076557159424], [0.2824772000312805, 0.63191819190979], [0.27783113718032837, 0.6220883131027222], [0.2741923928260803, 0.6126731038093567], [0.27119213342666626, 0.6038467288017273], [0.2683464288711548, 0.5953225493431091], [0.26573073863983154, 0.5871273875236511], [0.26364582777023315, 0.5784585475921631], [0.2617751657962799, 0.569474995136261], [0.2602962255477905, 0.5609309077262878], [0.2590952515602112, 0.5530223846435547], [0.257954478263855, 0.5452043414115906], [0.2570508122444153, 0.5374633073806763], [0.2556029260158539, 0.5292118191719055], [0.25412002205848694, 0.5204243063926697], [0.2525278329849243, 0.5112223029136658], [0.2514945864677429, 0.5018550753593445], [0.25092649459838867, 0.49300745129585266], [0.25039151310920715, 0.48469558358192444], [0.24939537048339844, 0.47698232531547546], [0.24831148982048035, 0.4693710505962372], [0.24746224284172058, 0.4619216322898865], [0.24680033326148987, 0.45501983165740967], [0.24639710783958435, 0.44862979650497437], [0.24567314982414246, 0.44336655735969543], [0.24465477466583252, 0.43870121240615845], [0.24338731169700623, 0.4344349503517151], [0.2415115237236023, 0.4305315613746643], [0.23892608284950256, 0.4268909990787506], [0.2361263930797577, 0.42411667108535767], [0.23323798179626465, 0.42257222533226013], [0.23049360513687134, 0.4213154911994934], [0.22769197821617126, 0.4205666184425354], [0.22482413053512573, 0.4203431010246277], [0.22210758924484253, 0.42029035091400146], [0.21949177980422974, 0.42035549879074097], [0.21703088283538818, 0.42054450511932373], [0.21481841802597046, 0.42077863216400146]]
15768|-64329500.01378032|[[0.3138948082923889, 0.6739392280578613], [0.3120742440223694, 0.6816648244857788], [0.3103969395160675, 0.685708224773407], [0.3087886571884155, 0.6890525221824646], [0.3072578012943268, 0.6915619373321533], [0.30576249957084656, 0.6931569576263428], [0.3043285012245178, 0.6937451362609863], [0.3030090630054474, 0.6933338642120361], [0.301804780960083, 0.6919316649436951], [0.3006915748119354, 0.6894845962524414], [0.2996554970741272, 0.6860416531562805], [0.298871785402298, 0.6822336912155151], [0.29825559258461, 0.6775346994400024], [0.29759013652801514, 0.6721866130828857], [0.2969527840614319, 0.6661436557769775], [0.29610347747802734, 0.6594235897064209], [0.2947206497192383, 0.6522945165634155], [0.2929413318634033, 0.6445108652114868], [0.29006636142730713, 0.6360396146774292], [0.287149041891098, 0.627338171005249], [0.2844773232936859, 0.6187636256217957], [0.2812527120113373, 0.6086930632591248], [0.2787383794784546, 0.5991244912147522], [0.27695736289024353, 0.5901054739952087], [0.27518871426582336, 0.5816531181335449], [0.2737371623516083, 0.5737950205802917], [0.27233242988586426, 0.5665554404258728], [0.27086523175239563, 0.558657705783844], [0.2681061625480652, 0.5493706464767456], [0.26558101177215576, 0.5399287939071655], [0.2625441551208496, 0.5298775434494019], [0.2603045701980591, 0.5207630395889282], [0.2579886019229889, 0.5114280581474304], [0.25485098361968994, 0.5023293495178223], [0.2518034279346466, 0.4934650659561157], [0.248041570186615, 0.48446983098983765], [0.24443930387496948, 0.4755305349826813], [0.24179905652999878, 0.46815162897109985], [0.23910269141197205, 0.46161386370658875], [0.23651206493377686, 0.4563024342060089], [0.23393940925598145, 0.45155343413352966], [0.2307528555393219, 0.446819007396698], [0.22689634561538696, 0.44289103150367737], [0.22232910990715027, 0.43965864181518555], [0.21830108761787415, 0.43660348653793335], [0.21479877829551697, 0.43432578444480896], [0.21159565448760986, 0.4324274957180023], [0.20856726169586182, 0.430874764919281], [0.205549418926239, 0.4294586479663849], [0.20266681909561157, 0.42818683385849], [0.199955552816391, 0.4271959662437439], [0.19733968377113342, 0.42634648084640503], [0.19475001096725464, 0.42585718631744385]]
16060|-63609633.25534222|[[0.3181416392326355, 0.6987704634666443], [0.3163735270500183, 0.703512966632843], [0.3148304224014282, 0.7044776678085327], [0.313366174697876, 0.7048700451850891], [0.31192338466644287, 0.7045979499816895], [0.3106902241706848, 0.703476071357727], [0.309830904006958, 0.7012262344360352], [0.30903494358062744, 0.698173463344574], [0.3082457184791565, 0.6943739652633667], [0.3074166774749756, 0.6898400783538818], [0.30637550354003906, 0.6842677593231201], [0.30523681640625, 0.6779308319091797], [0.30357497930526733, 0.6702718138694763], [0.3014727830886841, 0.6616904735565186], [0.2988321781158447, 0.6520881652832031], [0.2958953380584717, 0.6422375440597534], [0.2924524247646332, 0.6318239569664001], [0.288605272769928, 0.6210891604423523], [0.2857115864753723, 0.6107869148254395], [0.28329065442085266, 0.6011390089988708], [0.28116992115974426, 0.5917637348175049], [0.27873387932777405, 0.582033634185791], [0.27659058570861816, 0.572686493396759], [0.2749497592449188, 0.5633949637413025], [0.27374088764190674, 0.5548651218414307], [0.272674560546875, 0.5468944907188416], [0.2713397145271301, 0.5387505888938904], [0.2691364586353302, 0.5299733877182007], [0.2662040591239929, 0.5212730765342712], [0.26313161849975586, 0.5118662118911743], [0.26017552614212036, 0.5017537474632263], [0.25742536783218384, 0.49171409010887146], [0.2541898488998413, 0.48322969675064087], [0.2507157027721405, 0.47591978311538696], [0.24706482887268066, 0.4692036509513855], [0.24328571557998657, 0.4621936082839966], [0.23947086930274963, 0.45646995306015015], [0.2362419068813324, 0.4513833820819855], [0.23325255513191223, 0.4465462267398834], [0.2302115559577942, 0.4423341453075409], [0.22668591141700745, 0.43891042470932007], [0.2225589156150818, 0.43602871894836426], [0.2179616391658783, 0.4332332909107208], [0.2136923372745514, 0.4305295944213867], [0.209945946931839, 0.42820823192596436], [0.20663458108901978, 0.4265252947807312], [0.20361962914466858, 0.42521747946739197], [0.2007584273815155, 0.42446938157081604], [0.19786062836647034, 0.424296110868454], [0.19505968689918518, 0.42437735199928284], [0.1924072504043579, 0.4246163070201874], [0.18986868858337402, 0.4249814748764038], [0.1874639391899109, 0.4254515767097473]]
16352|-62213472.27899587|[[0.3184381127357483, 0.7344657778739929], [0.3172684907913208, 0.7359032034873962], [0.31540045142173767, 0.7327388525009155], [0.313337504863739, 0.7290911674499512], [0.3110044002532959, 0.7248319387435913], [0.30859383940696716, 0.7199607491493225], [0.3061521649360657, 0.714339017868042], [0.30364444851875305, 0.7080754637718201], [0.3008838891983032, 0.7010254859924316], [0.2983207106590271, 0.6931847929954529], [0.2957778573036194, 0.6853192448616028], [0.2928113639354706, 0.6769095659255981], [0.28955814242362976, 0.6681351065635681], [0.2863149642944336, 0.658937931060791], [0.2830820679664612, 0.6494753956794739], [0.2795385718345642, 0.6399834156036377], [0.27574655413627625, 0.6299891471862793], [0.2715703845024109, 0.6199260950088501], [0.2677701711654663, 0.6105914115905762], [0.2649685740470886, 0.6018614768981934], [0.26266956329345703, 0.5934366583824158], [0.2603897452354431, 0.584799587726593], [0.25841397047042847, 0.5756595730781555], [0.2569788694381714, 0.5666153430938721], [0.2555733323097229, 0.5580805540084839], [0.25439128279685974, 0.5492029190063477], [0.2530360221862793, 0.5406045913696289], [0.2516610026359558, 0.5325623154640198], [0.24941232800483704, 0.5235953330993652], [0.24691498279571533, 0.5145052671432495], [0.2444572150707245, 0.5056079626083374], [0.24207934737205505, 0.4966403841972351], [0.2401852011680603, 0.48754799365997314], [0.23863834142684937, 0.47894608974456787], [0.23673281073570251, 0.4710726737976074], [0.23423263430595398, 0.46432358026504517], [0.23145294189453125, 0.4580284357070923], [0.22874715924263, 0.45162391662597656], [0.22609660029411316, 0.44573086500167847], [0.22391462326049805, 0.44060686230659485], [0.2216120958328247, 0.43642860651016235], [0.21948465704917908, 0.43258681893348694], [0.21738585829734802, 0.42889171838760376], [0.21485432982444763, 0.4257456064224243], [0.21176305413246155, 0.4232828915119171], [0.2083861231803894, 0.4209625720977783], [0.20527532696723938, 0.41897568106651306], [0.20249998569488525, 0.4180983304977417], [0.200001060962677, 0.41761571168899536], [0.19763889908790588, 0.41767147183418274], [0.1951824426651001, 0.4182386100292206], [0.19283542037010193, 0.4189062714576721], [0.1905876100063324, 0.4196835160255432]]
16644|-63152551.95925942|[[0.3074730634689331, 0.7258585691452026], [0.30638331174850464, 0.728858232498169], [0.30541667342185974, 0.7279922962188721], [0.3044857978820801, 0.7265438437461853], [0.3035735487937927, 0.7244911789894104], [0.30270713567733765, 0.7217848300933838], [0.3018863797187805, 0.7184092998504639], [0.30084681510925293, 0.7144163846969604], [0.29978424310684204, 0.709778904914856], [0.29873764514923096, 0.704591691493988], [0.2975676953792572, 0.6990422010421753], [0.29627060890197754, 0.6931481957435608], [0.29485607147216797, 0.6864935755729675], [0.2930419445037842, 0.6794067621231079], [0.2902378737926483, 0.6714076399803162], [0.2873011827468872, 0.6628290414810181], [0.2841566801071167, 0.6535348296165466], [0.2805021405220032, 0.6433327198028564], [0.27674543857574463, 0.6331155896186829], [0.27357909083366394, 0.6226785778999329], [0.27117425203323364, 0.6130604147911072], [0.26880526542663574, 0.6032903790473938], [0.267001748085022, 0.5942260026931763], [0.26555758714675903, 0.5856962203979492], [0.2643367052078247, 0.576804518699646], [0.2633145749568939, 0.5681191682815552], [0.2618436813354492, 0.5592313408851624], [0.2603023648262024, 0.5504838228225708], [0.2589178681373596, 0.5411516427993774], [0.25699204206466675, 0.5311198234558105], [0.25466227531433105, 0.5206930041313171], [0.2525918483734131, 0.50995934009552], [0.2513350248336792, 0.4995473325252533], [0.2502649128437042, 0.4899846315383911], [0.24934935569763184, 0.4810361862182617], [0.24747014045715332, 0.47241491079330444], [0.2453417181968689, 0.46401703357696533], [0.24321329593658447, 0.4564410150051117], [0.24153399467468262, 0.44952160120010376], [0.2399991750717163, 0.4431489109992981], [0.23858225345611572, 0.4371010661125183], [0.23683077096939087, 0.43158286809921265], [0.23468047380447388, 0.4269004762172699], [0.2324572503566742, 0.4224510192871094], [0.22939342260360718, 0.41860365867614746], [0.22658491134643555, 0.41566452383995056], [0.2240719199180603, 0.4136463701725006], [0.22153502702713013, 0.41173070669174194], [0.21899619698524475, 0.41004708409309387], [0.21637144684791565, 0.40867382287979126], [0.2137676477432251, 0.4075707495212555], [0.21126645803451538, 0.4066002368927002], [0.20875877141952515, 0.4060806632041931]]
16936|-62678105.56197125|[[0.34300288558006287, 0.712851881980896], [0.3405730128288269, 0.7167126536369324], [0.33829835057258606, 0.7163621783256531], [0.33609288930892944, 0.7152976393699646], [0.33393579721450806, 0.7135066986083984], [0.3318157196044922, 0.710945725440979], [0.32925471663475037, 0.7076008319854736], [0.32667291164398193, 0.7033990025520325], [0.3238421678543091, 0.6982255578041077], [0.320451021194458, 0.6920807361602783], [0.31683236360549927, 0.6856149435043335], [0.31315693259239197, 0.6783691644668579], [0.30898362398147583, 0.6700363755226135], [0.304425448179245, 0.6604801416397095], [0.29961177706718445, 0.6499691009521484], [0.29472410678863525, 0.6389275193214417], [0.2890097498893738, 0.6277721524238586], [0.28369709849357605, 0.6171460151672363], [0.27963313460350037, 0.6068505048751831], [0.2761635184288025, 0.5971167087554932], [0.2726511061191559, 0.5869776010513306], [0.2694418430328369, 0.576821506023407], [0.26644420623779297, 0.5666866302490234], [0.2638058662414551, 0.5567846298217773], [0.2614133954048157, 0.547386646270752], [0.2585483193397522, 0.5379505753517151], [0.2558669149875641, 0.5284886956214905], [0.25281721353530884, 0.5193611979484558], [0.24972549080848694, 0.5100329518318176], [0.24680876731872559, 0.5003398656845093], [0.24421066045761108, 0.49071967601776123], [0.24194833636283875, 0.4817459285259247], [0.2393258512020111, 0.47371748089790344], [0.23637434840202332, 0.46623948216438293], [0.2333308458328247, 0.4593304693698883], [0.2303456962108612, 0.4527190029621124], [0.22758466005325317, 0.44692015647888184], [0.22532328963279724, 0.4415348470211029], [0.22293809056282043, 0.4366271495819092], [0.2206491231918335, 0.43236014246940613], [0.21838277578353882, 0.42822396755218506], [0.21597185730934143, 0.42447903752326965], [0.2127278447151184, 0.42162632942199707], [0.2096732258796692, 0.4188813269138336], [0.2071220576763153, 0.4165693521499634], [0.20490464568138123, 0.4154881536960602], [0.20294052362442017, 0.4148043692111969], [0.20092692971229553, 0.4146466553211212], [0.19892990589141846, 0.41465678811073303], [0.19671761989593506, 0.41432473063468933], [0.19457566738128662, 0.4140903055667877], [0.19237735867500305, 0.413750559091568], [0.19029566645622253, 0.4135017395019531]]
17228|-62103193.62713127|[[0.31910452246665955, 0.7342566251754761], [0.3172946572303772, 0.7360773086547852], [0.31565743684768677, 0.7337857484817505], [0.31416571140289307, 0.7308527231216431], [0.3129100799560547, 0.7271935343742371], [0.31166738271713257, 0.7227285504341125], [0.30986011028289795, 0.7171124815940857], [0.3078295588493347, 0.7107834219932556], [0.3054501414299011, 0.7036221623420715], [0.30280089378356934, 0.6957412362098694], [0.2998632788658142, 0.6876413822174072], [0.2968601584434509, 0.6794393062591553], [0.29332560300827026, 0.6706554889678955], [0.28948071599006653, 0.6608518958091736], [0.28542277216911316, 0.6504020094871521], [0.2811794877052307, 0.6396523714065552], [0.2767751216888428, 0.628866970539093], [0.27193549275398254, 0.6179608702659607], [0.26805537939071655, 0.607495903968811], [0.2649697959423065, 0.597747802734375], [0.2625018060207367, 0.5885306596755981], [0.26000136137008667, 0.5786367058753967], [0.257730096578598, 0.5682873129844666], [0.2558138072490692, 0.5577574968338013], [0.2541573643684387, 0.5479730367660522], [0.2529189884662628, 0.5388510823249817], [0.25145530700683594, 0.5299339294433594], [0.24980875849723816, 0.5213771462440491], [0.24802091717720032, 0.5125709176063538], [0.24569523334503174, 0.5036068558692932], [0.24334716796875, 0.4941909611225128], [0.2415066957473755, 0.48451241850852966], [0.24003753066062927, 0.47458896040916443], [0.23882856965065002, 0.4656499922275543], [0.2371891736984253, 0.45808106660842896], [0.23481693863868713, 0.45118725299835205], [0.2322101891040802, 0.4441906809806824], [0.22985929250717163, 0.4374578297138214], [0.22772523760795593, 0.43184491991996765], [0.2255944311618805, 0.4269324243068695], [0.22342607378959656, 0.4224621057510376], [0.22121703624725342, 0.41830483078956604], [0.21877968311309814, 0.4145081341266632], [0.21614804863929749, 0.41113486886024475], [0.2128342092037201, 0.408542275428772], [0.20976215600967407, 0.40602612495422363], [0.20740672945976257, 0.40461671352386475], [0.20518967509269714, 0.4039536714553833], [0.20313218235969543, 0.40381261706352234], [0.20104944705963135, 0.40422365069389343], [0.19904452562332153, 0.40499019622802734], [0.19714489579200745, 0.40592384338378906], [0.19536584615707397, 0.40705162286758423]]
