292|[1.40346244e+06 2.75184035e+02 8.20787749e+05]|[2.59673877e+11 1.07958158e+05 2.59843807e+11]|353.0001
584|[1.41046571e+06 2.63643843e+02 8.13796331e+05]|[2.51729961e+11 1.06491112e+05 2.51896722e+11]|705.0001
876|[1.39950570e+06 2.84459563e+02 8.24735633e+05]|[2.58421050e+11 1.43240761e+05 2.58600337e+11]|1057.0001
1168|[1.39786329e+06 2.74670383e+02 8.26387880e+05]|[2.59699546e+11 1.32071575e+05 2.59876762e+11]|1409.0001
1460|[1.41023547e+06 2.80493658e+02 8.14009908e+05]|[2.56305015e+11 1.45931379e+05 2.56486488e+11]|1761.0001
1752|[1.42848344e+06 3.34632841e+02 7.95707825e+05]|[2.47338368e+11 3.20818578e+05 2.47539430e+11]|2113.0001
2044|[1.43563549e+06 3.27807831e+02 7.88562615e+05]|[2.42593311e+11 2.92435856e+05 2.42787800e+11]|2465.0001
2336|[1.44506885e+06 3.41837270e+02 7.79115232e+05]|[2.37000227e+11 3.09508062e+05 2.37199102e+11]|2817.0001
2628|[1.45455666e+06 3.47949170e+02 7.69621319e+05]|[2.34645816e+11 2.98120756e+05 2.34845982e+11]|3169.0001
2920|[1.45850682e+06 3.34148457e+02 7.65684972e+05]|[2.31260386e+11 2.75963191e+05 2.31452980e+11]|3521.0001
3212|[1.46510010e+06 3.40356247e+02 7.59085482e+05]|[2.28864116e+11 2.76384696e+05 2.29057968e+11]|3873.0001
3504|[1.47247253e+06 3.52635290e+02 7.51700784e+05]|[2.25363199e+11 3.00553357e+05 2.25563102e+11]|4225.0001
3796|[1.47776520e+06 3.61796808e+02 7.46398956e+05]|[2.22408411e+11 3.11513234e+05 2.22611544e+11]|4577.0001
4088|[1.48403758e+06 3.82021308e+02 7.40106350e+05]|[2.19858206e+11 3.64323860e+05 2.20067769e+11]|4929.0001
4380|[1.48765570e+06 3.83673137e+02 7.36486583e+05]|[2.17204774e+11 3.57145923e+05 2.17412451e+11]|5281.0001
4672|[1.49164966e+06 3.79486158e+02 7.32496812e+05]|[2.15704566e+11 3.44831062e+05 2.15908906e+11]|5633.0001
4964|[1.49102414e+06 3.75993253e+02 7.33125825e+05]|[2.15199508e+11 3.33781310e+05 2.15403467e+11]|5985.0001
5256|[1.49186132e+06 3.65725591e+02 7.32298916e+05]|[2.14287178e+11 3.19506183e+05 2.14485790e+11]|6337.0001
5548|[1.49488140e+06 3.60931956e+02 7.29283633e+05]|[2.12668536e+11 3.07585452e+05 2.12863567e+11]|6689.0001
5840|[1.49905325e+06 3.61371070e+02 7.25111349e+05]|[2.10608067e+11 2.99137572e+05 2.10802104e+11]|7041.0001
6132|[1.50203533e+06 3.59408811e+02 7.22131236e+05]|[2.07741430e+11 2.95326203e+05 2.07932393e+11]|7393.0001
6424|[1.50208822e+06 3.50006072e+02 7.22087750e+05]|[2.07140209e+11 2.84973583e+05 2.07326299e+11]|7745.0001
6716|[1.50410799e+06 3.46539064e+02 7.20071442e+05]|[2.06206686e+11 2.77134763e+05 2.06390609e+11]|8097.0001
7008|[1.50678167e+06 3.45625877e+02 7.17398676e+05]|[2.04638717e+11 2.71104247e+05 2.04821430e+11]|8449.000100000001
7300|[1.50835313e+06 3.40162273e+02 7.15832678e+05]|[2.04105991e+11 2.62991743e+05 2.04285774e+11]|8801.000100000001
7592|[1.51023010e+06 3.37183893e+02 7.13958693e+05]|[2.03551463e+11 2.56952350e+05 2.03729330e+11]|9153.000100000001
